Hotel,Source,Text
The Venetian Las Vegas,Expedia,"In the time of Covid-19 safety was a primary issue. We enjoyed a beautiful room, responsive staff and more important, great attention to health safety. Thank you for a memorable anniversary trip in the middle of a pandemic. We loved our trip and will feel safe to return soon. "
The Venetian Las Vegas,Expedia,"This hotel is absolutely stunning! It is huge, and it has so many spots to enjoy inside of it. The rooms are beautiful, and they are a nice size. It was like staying in a small apartment, it was so comfortable. It is in a very convenient location on the strip, and this hotel is well taken care of. They have security all around the hotel, and no one can go up to the rooms without checking in and out through the security. A HUGE plus!! They have delicious restaurants, a mall,a pool, a spa, a casino, a bar,and many other things. I was able to enjoy my birthday weekend in Vegas and everyone that worked at this hotel gave great customer service!! We will definitely be staying here again in the future!"
The Venetian Las Vegas,Expedia,"I stayed and played at the Venetian September 13 thru 16 2020. I just have to say I played 6 times in there deepstack tournament.  The level of cleaning after each person moved tables or got knocked out was fast and efficient.  The staff was top notch to the likes i have never seen before anywhere. They sanitized the chips ,the cards, and all the tables and chairs.    Thank you for making my stay there safe and hassle free. The whole staff were  Consummate  Professionals.      If you have any reservations about covid -19 you don't need to worry. This place will make you feel safe. The rooms are some of the best on the strip. I just wish that I could have gotten more than 2 hand pays.  Thank you to all the staff for a wonderful stay and I hope to see you very soon .     After not…"
The Venetian Las Vegas,Expedia,"I stayed here for five nights while attending a conference here and had an enjoyable stay. I had room 32101 on the 32nd floor with a great view. The suite itself was extremely spacious and well appointed. I really could not fault anything with the room. Very much luxury and what Venetian promised. Lots of attractions within the hotel itself and within walking distance and tons of places to eat. Great point for taking the Deuce and SDX for getting around as well. I would definitely stay here again on a future stay in Las Vegas.   Just one point to note, IHG benefits are not guaranteed here. However I did manage to get a 4pm check out and 2000 points for the stay."
The Venetian Las Vegas,Expedia,"FIRST, let me start by saying my husband and I are not new to staying at the Venetian or Palazzo; our first time with these pair of resorts was a stay at Palazzo 3 years ago, which we loved. Since then we have stayed at The Venetian/Palazzo several times, including this last stay, which was for our anniversary. And this last stay confirmed for us that we will not be returning to The Venetian. There were WAY too many issues for a 5-star resort that charges the kind of rates and fees that it does.   Check-in was smooth. The receptionist convinced us to upgrade to a grand king suite and since it was our anniversary we decided, why not pay the extra $135 per night. But although the suite was really large (and he was nice enough to get us on the 31st floor), the suite was pretty…"
The Venetian Las Vegas,Expedia,"First time in Vegas so nothing to compare it to, but I had first class service the entire time.  Room was large and well appointed.  Not much of a view but that's not why I was there.  Big bathtub was a lifesaver after 3 days of hiking the National Parks. Only annoyance was not being able to sit in a bar to have a drink (I hear it's being lifted any day now).  I'll be back!"
The Venetian Las Vegas,Expedia,"We went to LV for my bday.We asked a room with a nice view for my birthday as a gift.That’s what we got(look at the picture).I’ve been in Vegas on list 30 times.This was the worst view from our window ever.I was reading about the smell of Marijuana.Yes!Do something about it,because it was so bad...everywhere around the Resort.Wi-fi is so slow in the room.The Resort is nice.The room was very nice and big.Sorry to say that,but most of the guests were so getto.(And that’s why they smoke POT all over the place).I’d never think this kind of guest at a ‘5(?)’starts Resort.Maybe raise back the price.😂honestly,I don’t think I ever want or will come back to this place.I just went to Vegas about 5 weeks ago and stayed at (.....).That was a much better experience.I also want to say thanks…"
The Cosmopolitan of Las Vegas,Expedia,"Stayed in June. 2 couples, three rooms. The good? Wrap around terrace is amazing. From there, everything was difficult. Understaffed bars with employees that appeared not to want to be there. Mostly unfriendly, poorly managed response to the demand causing long waits for basics. Covid appears to have affected the operational capability of the property (understaffed, unfriendly). Food areas exceptionally slow 30-45 minutes for tacos (understaffed). For the price, the hype on this property is completely wrong. We were expecting a luxury like experience and found nothing of the sort there. There are too many choices in Vegas at far better prices with better experiences to risk another stay here. As a Marriott branded property, the one is a complete disappointment. Additionally, my…"
The Cosmopolitan of Las Vegas,Expedia,Cosmo has the day for the worse is very true as stated by the previous reviewer. We used to love Cosmo until this time. Shame it was also to celebrate our anniversary. The valet broke our Tesla charge port as he hastily tried to drive the car while it was still plugged in. He also used the emergency exit on our door and damaged our window. The staff were rude when we asked for directions to a restaurant. TRULY DISAPPOINTED.  
The Cosmopolitan of Las Vegas,Expedia,"This was my 3rd stay here in 5 years. Loved it the first time (2015). Close to everything  and great restaurants. Second  visit in (2018) there was more shall we say more young and careless rude guests here. Our last visit in 2020 with COVID, the hotel is FULL of POT smokers. That extra money we paid for the balcony fountain view was useless secondary to POT being smoked all around us and the hallway was unbearable with POT smell. People were fighting in the halls and balconies,. It felt like I paid for the seediest hotel on the strip. Sorry Cosmo- but you’re earning a very sleazy reputation. Trump tower is my next hotel."
The Cosmopolitan of Las Vegas,Expedia,"The Hotel is Okay, but not good enough to compare against Bellagio nor Venetian... keep that in mind while booking.  We had to wait 30 min + to check out because there were not enough personnel to assist. One of the hotel representatives named Ray gave us a nasty attitude just for asking for help since we were late for the flight.  Suggestion: if you are booking a Hotel 5 star you might think of something different. "
The Cosmopolitan of Las Vegas,Expedia,We recently went to Las Vegas for a quick get away. The hotel/casino was extremely clean and felt safe. EVERYONE had on a mask as it was required. Extra cleaning efforts were evident at all times.   An unfortunate event happen that required my husband to be hospitalized and stay behind for 4 days because I had to leave and was banned from ER due to COVID. The hotel was very kind to extend our stay one night and even delivered “room service” to the ER for my husband. It was so nice he was cared for since I had to leave. Thank you to the Cosmopolitan for their amazing hospitality. 
The Cosmopolitan of Las Vegas,Expedia,"The Cosmopolitan is an upscale, medium-size Strip resort with a unique style.   I booked the Wraparound Terrace Suite (Newly Renovated) (mountain view) on Hotels.com. Check-in was more difficult than it needed to be. There were no signs indicating where the check-in area was. Employees gave unhelpful directions, there was no line system. It took about 20 minutes. My room was ready 3 hours before the official check-in time, which was nice, but they couldn't seem to bring my bags up. The front desk kept telling me it would take 15-20 more minutes and kept missing that ETA. After waiting an hour, I went down to get my bags myself.   They placed a $150/night authorization on my card for incidentals.   The suite was on the 59th floor, was large, well-decorated, and had great views.…"
The Cosmopolitan of Las Vegas,Expedia,"Location ,size of room and bathroom were great. This was a quick Vegas escape .We decided on the Cosmopolitan for the room and the restaurants.  Check in was quick and great. Got in our room and a quick tour we discovered a face towel on the bathroom floor next to a bunch of hair . Called housekeeping and they did come right away and took care of the problem. Supervisor called and apologized.  Room service was great food and service.   The problem started when we were getting ready for bed and discovered a dirty pillow case and bedding. Called housekeeping and were informed they will send someone. Waited 45-60 minutes ( giving them a chance - maybe due to COVID they have less personnel)no one showed up. Called again and again they said they will send someone. I had to call a…"
The Cosmopolitan of Las Vegas,Expedia,"The vibe of the Cosmo is what it’s all about. Modern, vibrant and quirky. But the scenery and restaurant scene is one of the best in the strip. The rooms are generous and have some of the best views on the strip. A who’s who of folks coming through and some eye turning action. I highly recommend after a dozen trips here. Make sure to stop at their many eateries and especially look for the secret hidden ones. "
The Cosmopolitan of Las Vegas,Expedia,"The Cosmopolitan of Las Vegas was a spectacular hotel experience. The staff was friendly and effective, even whispering ways for me to add a night at a lower rate than she could directly offer me. The room was spectacular with a balcony overlooking the Bellagio Fountains. The bathroom was enormous, including a huge shower with a bench and a deep bathtub with jets. There were two pools on-site. One seemed to be more geared toward the party crowd, while the other tended to be more chill. Lots of small food vendors on-site. The one we tried was delicious. The hotel was convenient to shopping, sites, and a slew of great restaurants (fancy and budget). I would love to stay here again."
The Cosmopolitan of Las Vegas,Expedia,We had walked through this hotel a few years ago and fell in love with it! The decor is unlike any other Vegas casino- super boujee. We decided to end our road trip to Colorado from SoCal with 2 nights at the Cosmopolitan. Since it’s hotter than heck in Vegas in summer the rooms are super cheap. We upgraded to a balcony room with lounge on the 46th floor for $45 a night and were so glad we did. The views of the Bellagio fountain and the rest of the strip were unbelievable!!
The Cosmopolitan of Las Vegas,Expedia,"This hotel is in the heart of the Strip, this is the best part of the hotel. We booked the Terrace Studio Room via Chase Ultimate Rewards for $120 / night which didn't include the annoying $45 Resort fee. We also enjoyed the special promotion which gave us $50 / person per stay to use it by the Pool for food and Drinks  Our Room was the highlight of the trip, we were in the Boulevard Tower on the 60th Floor with fantastic view of the trip and we saw the Bellagio and the fountains.   Pros:  1) Fantastic View on higher floors, Center Strip 2) Henry Restaurant and Scarpetta ( see me review separately, they are very good )  Cons:  1) Casino was smaller as compared to Bellagio  2) Crazy prices for mini bar  3) The shower head needs replacement, our booking said it 4) Pool was…"
The Cosmopolitan of Las Vegas,Expedia,"My twin brother and I stayed at the Cosmo for our 50th birthday. It’s a great property of course,  but the staff is what really made the difference. Housekeeping did a fantastic job every day; the front desk and bell/valet staff were also great. Everyone we came into contact with was friendly and helpful, as it should be. Very memorable stay, Thank You! "
The Cosmopolitan of Las Vegas,Expedia,My Boyfriend surprised me with 2 nights at the Cosmopolitan.  It was BEAUTIFUL!!   We also got a room with a balcony that over looked everything.  When checking in we were greeted by a WONDERFUL young lady  who made our check in quick and peaceful. 
The Cosmopolitan of Las Vegas,Expedia,"The place made us feel unsafe. Really small Casino Floor with a lot of strip traffic, security dropped the ball and let people skate around without mask's. Lighting is Poor through the resort, making it feel like more of a night club. Water was jacked up and only pretty much gave SUPER  HOT water and no cold out of every faucet even the Toilet.   Also Children really shouldn't be brought here in my opinion."
The Cosmopolitan of Las Vegas,Expedia,I've stayed here multiple times throughout the years.  Most recent stay was a much needed Vegas Staycation on the Strip and the Cosmo was the right pick for us....  Check in:  The gorgeous lobby has 8 digital pillars and a large digital panel which make for high tech decor and is definitely a social media opportunity.  The digital art will rotate and it is amazing.  Our check in process was efficient as the well trained staff was professional and worked with a sense of urgency.  Rooms:  High quality contemporary furniture has been in every room I've stayed in at the Cosmo.  Bathrooms have been spotless and functionally decorated well.  Beds are always comfortable with high quality pillows and sheets that make you want to lay in them all day.  My overall rooms experience has…
The Cosmopolitan of Las Vegas,Expedia,"We stayed here on a Wednesday and Thursday. First off, if you are a guest you are not charged for valet service. That's a big savings. We booked this room through hotwire for a ridiculously low price. Once we got to guest services, we got upgraded to a Terrace suite for $65 dollars more per night.   The room was nice. Lots of room. A widescreen TV in the living room, and two large couches. An iPad controlled all the lighting and room settings. Unfortunately, I could never figure out how to turn on/off a specific room's lighting.   The bedroom was nice, the view (room 4321 on 43rd floor) was facing the Bellagio fountains and the strip. The view was priceless. A widescreen TV was also in the bedroom. Not a fan of the bed. Both my husband and I woke up with sore backs. The bed…"
The Cosmopolitan of Las Vegas,Expedia,"Indeed this is truly a beautiful hotel with large spacious rooms with some offering a terrace. The best part is that the rooms offer an extra fridge for guests to use during their stay and unlike other hotels, it is free of charge and already in the room. I also enjoyed having a terrace where I could just unwind in the fresh air and enjoy the views on the comfy furnishings. The terrace rooms also offer nice thick terry cloth robes as well as slippers, which is always a plus. The hotel itself is situated in the heart of the strip and within walking distance to most casinos and restaurants. I loved the decorations, very classy and modern. The resort fee is comparable to most other hotels but the daily incidental fee of $150 is outrageous. So having said all of this the con is that…"
The Cosmopolitan of Las Vegas,Expedia,"What a beautiful place, Is what I thought upon arriving .. classy eloquent and chic. But I never had a person in hospitality tell me their rules were circumstantial..   uncomfortable and black , I’m out"
The Cosmopolitan of Las Vegas,Expedia,I can’t say enough great things about my stay at Cosmopolitan. Arrived at 7:00 pm and was greeted by a very friendly checkin assistant that directed me to the registration which was a breeze. They had cleaning protocols down to the smallest detail and it felt very safe from the start.  The room was spectacular with a Terrance studio overlooking the fountains. It was on a lower floor but I didn’t care. It was great. It was a great deal of $99 a night and waived resort fees.   Thank you Cosmo for a memorable stay! 
The Cosmopolitan of Las Vegas,Expedia,Stay away from this place the cosmo staff is miserable and rude to there guest and are more concerned about harassing there customers about a mask even when having a drink or a smoke.Not Welcoming at all
The Palazzo,Expedia,"I booked a night at the Palazzo and it was a great stay. Very clean rooms and modern. The had the upgraded room about 1300sf a lot of space and great views. One of the best hotels in Las Vegas strip. Like all the hotels, food, movies and services are very expensive. Because of the COVID-19 they had a package with wipes, masks and sanitizer in the room. This hotel Is doing a good job maintaining everything clean and sanitized. I was very happy with the stay. "
The Palazzo,Expedia,"Great place to stay, Great Food, Clean, Very Covid 19 Clean,Freindly. I'm not kidding cleaning staff everywhere. Made sure everyone the set foot in that place was Body Temperature known, and Masked. Did it all pools,Dinning,casino, place is so big great for in door walks.Me And My fiancee had a spectacular time. Thanks!"
The Palazzo,Expedia,"We stay at the Palazzo multiple times per year on average. We are very appreciative of the staff's professionalism and friendliness, and always feel welcome. The rooms are spacious and clean, featuring a step-down sitting area. The Palazzo casino is well-organized with high ceilings, and Grazie points add up fast. Dining options abound here. We always have a great time."
The Palazzo,Expedia,"The Venetian/Palazzo reign as the top resort. The resort continues to improve its amenities for guests.During the COVID 19, the management has attended to every possible detail to ensure the safety of guests. I was hesitant to go to Vegas during this pandemic, but when I arrived at the Venetian and saw the safety features throughout the hotel, I had peace of mind. There were attendants who constantly cleaned surfaces as well as staff to discreetly monitor safety policies. When I wen to other top tier casinos, I did not see this. "
The Palazzo,Expedia,"I booked a room for me and my kids since we have all been through so much through this whole COVID-19 Pandemic. Being an essential worker, we got a great deal. I live in Vegas and never stay on the strip. From the minute me and my kids arrived, it was amazing. Temperature stations all over, masks available and hand sanitizer everywhere. I was very impressed. Dax who checked me in was great. Booked for Venetian, but he gave us a better high room with great view at Palazzo instead. My girls were in complete awe. They loved it. Constantly saw things being wiped down (elevators, escalators, doors, pool area,  etc). I applaud  everyone for their efforts in keeping me and my kids safe. Proud to call myself a Las Vegan and highly recommend the Venetian & Palazzo."
The Palazzo,Expedia,"My wife and I decided to try the Palazzo for our ten year anniversary and we really enjoyed our stay!    A big thanks to Karen at the front desk who helped us find a room that would be perfect for our preferences.  She also did a great job of explaining the layout of the hotel, what restaurants were open, and answering any other questions we had.  Our room was fantastic and we appreciated how committed the housekeeping and casino staff were to cleaning during this COVID situation.  We really enjoyed most of the roulette and craps dealers we interacted with (most of them were witty, but patient and helpful if you had any questions).  Additionally, we loved the vibe of the casino floor.    When traveling to Vegas, I think it's important to understand what type of crowd each casino…"
The Palazzo,Expedia,"If you're tired of being in and need a few days to get some relief in spite of covid-19, This is the place. The Palazzo and the Venetian are serious about covid sanitation. Each entrance has digital temperature scanning. You don't even know you are being scanned. If your temperature is too high you don't get in, not even to your own room. They do give you a chance to cool down if it's high.  There are casino employees at every escalator, at every elevator, at every slot machine, in each bathroom, wiping and sanitizing each of these areas. Rest assured any area you touch has been wiped down and sprayed. If you touch the railings on the escalator, it gets sprayed. Even when you don't touch an area it gets wiped. After you leave a slot machine, it gets sprayed. Can't tell you about…"
The Palazzo,Expedia,"I read all of the email and website correspondence being sent out by the Venetian and Palazzo before planning my trip to Las Vegas about how they have adopted new Covid 19 safe practices but I did not see any social distancing going on in the casino, walkways, cashier cage lines, restrooms, bars, parking garage, pools or really anywhere except the handful of restaurants and in the elevators. No one was encouraging or enforcing face masks and none of the slot machines were turned off to make sure someone didnt sit directly next to you while playing. There were no partitions set up at the black jack tables or roulette tables. I walked across the bridge to the Wynn Hotel and Casino and they are doing a much better job creating a safer and more enjoyable environment. Machines were…"
The Palazzo,Expedia,"We came to stay at the Palazzo on a great offer and it didn’t disappoint. The rooms are clean and beautiful, the food selections are many and the casino was fun. The convenience of the shops are great too ! Would definitely do this again !"
The Palazzo,Expedia,"No big complaints, perfect stay. Super clean, tight security, great staff. Cleanest and most organized casino we found on the strip. Check in was fast, easy and accommodating  Rooms are even nicer than Venetian. High floors have better view but elevators get lines for high floors. NO coffee maker in room? Come on, I’m paying $40 a day resort fee. At least give me some “free” coffee & tea.  Staff was great, everyone was friendly which is a great thing during Covid. Many places the employees don’t seem to be wanting to work. Even housekeeping is friendly and does a great job.  Pool has limited chairs but with the multiple pools you can find a place to swim or relax in your own space. The pools are in the shade until about 12-1:00 so they are slow and good for kids in the morning. …"
The Palazzo,Expedia,"We celebrate Father's Day at the Palazzo. The rooms,service restaurants and shops were all fantastic.! It was great  to walk to the Venetian we really felt like we were in Venice! I highly recommend the Palazzo Hotel and Casino!"
The Palazzo,Expedia,Awesome! Simply the best place we have stayed at. Super clean and safe.  My wife and daughter suffer from anxiety and they both had a super great time! Staff was friendly and helpful. We had lots of fun and the food was delicious. Super nice place we highly recommend it.
The Palazzo,Expedia,"Stayed here in mid-June. We usually stay at the Wynn, but decided to try somewhere different. That was a mistake. There were no chairs to be found by any of the Palazzo or Venetian pools. Many screaming, splashing children. Fine- I totally get it. Don’t go in the pool if you don’t want to get wet. But, if you are looking forward to a quiet, relaxing day by the pool, this will not be for you. They will not deliver food poolside, so don’t plan on eating. There are several pools, but they are all pretty small and crowded. Pay the money and spring for a Wynn tower suite. We wished we did. "
The Palazzo,Expedia,"From the time we made our reservation with a third-party because we could not get a hold of the hotel for four nights in a row and their reservation line which no one was answering. We surely found out that hotel is terribly understaffed. Staff they have there seems to be inexperienced. I have stayed at this hotel we’re times than I can count. And I never had under a four-star stay. But this time the manager was a joke. End it was the ripple effect throughout the hotel you could tell the man that was running the place wasn’t running it. Yes we have a virus. But that doesn’t mean that you open a hotel with no restaurants, no shopping, as my wife put it a holiday in express without the cinnamon rolls The rooms were stripped out. We did not get our usual upgrade nor fruit basket or…"
The Palazzo,Expedia,"I gave you 2 stars only because I was disappointed at the last visit . I had a beautiful room Siena suite 5-910 I was just disappointed with the view of the concrete wall. I'm sure you understand that I was angry that I had to offer an upgrade view! I think it's weird to sell Siena suit + upgrade view and finally give the customer a view of the concrete wall . I was in hotel from 11/21 to 11/23 .  Everything was amazing, the hotel is beautiful, perfect SPA and world restaurants - I recommend  if you would like to somehow repair your reputation you have a chance to give me a good personal offer, I plan to visit Las Vegas and I hope Palazzo from 6/27. DM me martin.kyzur@gmail.com"
The Palazzo,Expedia,"The rooms are beautiful, good sized, and truly comfortable.  The property is gorgeous and there is so much to see that it's nice to just walk around the property.  The staff were all nice and accommodating.  There were a couple small things that we left from the previous guests that made us question if the room was cleaned properly but they came right up and fixed it.  Couple of tips....  1) Make sure to have your bags sent up when you check in.  After a long day of travel the bell hop took our bags - we went to the front desk to check in - then went up to our room.  We were there for a half our or so then decided to grab something to eat.  We were down stairs for a an hour or so then went back up stairs and still no bags.  After traveling all day and just wanting to get…"
The Palazzo,Expedia,"It has a plaza linked with the Venetian hotel, the plaza has an artificial indoor blue sky in the plaza, together with the Venetian style buildings and the canal, makes the whole environment very beautiful, I love that plaza, you can get a ride for the Gondola, there are both indoor and outdoor canal, but they are not connected to each other, so you either ride the Gondola indoor or outdoor, but of course you can try both if you pay the money again. There are musicians to perform in the central space of the plaza, you can dining there while enjoying the musicians performance. It also provided free parking, so you can tour adjacent places by parking the car there."
The Palazzo,Expedia,"We stayed here again in September and this time brought some friends to the hotel with us. Everything was great, as usual.  Comfy bed. We love the fact that all rooms are suites so my husband and I have room to chill in the attached living room. All rooms have a large spotless bathroom where getting ready to go out actually feels fun and glamorous. The casino is clean, not-smoky/seedy and just a nice place to spend time and money haha. Perfect huge pool area with lots of chairs. Not too clubby but still has a chic, fun vibe.  Best value on the Strip for sure and we love that the Palazzo has access to the whole Venetian complex with tons of restaurants, shows, activities. We will definitely stay here again!"
The Palazzo,Expedia,"I was just in Vegas for my bachelorette party two weekends ago with 12 girls. We had a pretty full weekend planned but obviously that did not happen due to all the closures from the coronavirus.  We had girls flying in from 4 different cities coast to coast and we spent thousands of dollars just to be confined to our hotel room. While I understand that the hotels took the necessary action to ensure the safety of the guests and employees, I do not think enough was done in time. I would have appreciated some sort of alert that this was happening so that I could have called off or postponed this trip. I find it hard to believe that the hotel did not know that closures were part of their plan a day or even hours before we arrived. Guest relations was a waste of time to deal with so…"
The Palazzo,Expedia,"Everything went great from check in to check out. Booked through a third party site so did have to pay the resort fees at check in, but was expecting this. We had a huge beautiful suite overlooking the Wynn golf course which was very nice. All staff we interacted with were polite and helpful. One suggestion would be to improve the signage as between here and the Venetian we got lost several times.  Also, we got approached every time we walked through the property from what I am assuming were sales people of some kind, kind of annoying."
The Bellagio Las Vegas,Expedia,The fountain view stay well room was fantastic. We did need to move the furniture for optimal viewing but well worth the effort. Room service delivered every night and the food was very good. The air purifier cleaned the casino smoke from our clothes every evening.
The Bellagio Las Vegas,Expedia,"Evony, Erica, Joe and Josh did an excellent job checking me in.  I made an error when booking my stay and they al went above and beyond to correct my error and they even extended my stay so I didn’t miss out on any time with them."
The Bellagio Las Vegas,Expedia,The accommodation where very nice the staff was super friendly and took care of everything. No worries with the COVID-19 going they made sure they had all the appropriate measures tanks to keep guest and staff healthy as possible. Very nice establishment. 
The Bellagio Las Vegas,Expedia,Staff was extremely rude wouldn’t recommend I am from California took a trip for a 21st bday and wouldnt go back.. considering bellagio is suppose to be nice. It was ghetto and not worth it. Not how ir use to be and I am from Vegas
The Bellagio Las Vegas,Expedia,We spent 3 nights here and had a nice relaxing time. Our room was 26062 and had a view of the Fountain out front. You don’t really need to leave the Resort because they have everything you need. Everything felt clean and someone was always wiping things down. We have been been coming to Vegas every October for many years and this Resort is my favorite. It’s centrally located for everything we like to do. Housekeeping DOES need to do a better job. We received a wash cloth that was not acceptable and should have been thrown away. We will be back next year!
The Bellagio Las Vegas,Expedia,The view of the fountains and the city lights were awesome. The crowds were down due to the virus and that was a plus for us since it was our first time. Loved it and planning our next trip already !!!
The Bellagio Las Vegas,Expedia,"We were looking to stay somewhere that enabled us to stay within the hotel and have plenty of amenities.  There are many things like the fountain, casino, etc but the rooms were outdated, had more of a classic feel which my mother would enjoy. I think next time we’ll definitely stay elsewhere"
The Bellagio Las Vegas,Expedia,The water show was amazing. Wonderful to watch!! The water was on cue with the music. It wasn't too crowded either. I would definitely watch again whenever I visit Vegas. My friends and I really enjoyed ourselves.
The Bellagio Las Vegas,Expedia,"Bellagio service is second to NONE! We stayed 5 nights and had an amazing experience. Somehow, we had a random room charge from the pool, but when we called, the lady on the phone instantly took care of it without issue. Highly recommend the penthouse suite (overlooking the fountains)!! "
The Bellagio Las Vegas,Expedia,"  The hotel was beautiful, but the AC didn't go below 65, the vending machines were  ridiculously overpriced, the TV was small, and there wasn't enough places to eat in the actual hotel. But it was still a nice vacation."
The Bellagio Las Vegas,Expedia,It was ok. I thought it would’ve been a lot more classier hotel with the reputation Bellagio has. The staff wasn’t very friendly and the room was very clean. There was hair all over the bathroom counter and the blanket on the bed was dirty. 
The Bellagio Las Vegas,Expedia,From the moment we stepped out of the car we were treated like a priority. The staff was with us every step of the way making check-in a breeze. Once they settled us into our room we were able to really appreciate the beautiful room and fantastic fountain views. We really don't want to stay anywhere else! 
The Bellagio Las Vegas,Expedia,"I booked the Bellagio & flight with Las Vegas.com. Yes, the price was inexpensive and received the lower-class experience. The Bellagio staff was laughing saying I received the COVID-19 prices. I said yes and received the COVID-19 experience as well. It's very unfortunate this was our first & last time at the Bellagio."
The Bellagio Las Vegas,Expedia,"Property is centrally located on the strip and is jaw dropping beautiful. Elevator noise is very loud in this room and service although provided is at a very minimum. It is nice change having less people about but the shows, restaurants and buffets are still mostly non existent."
The Bellagio Las Vegas,Expedia,Horrible that they really steal peoples money like that The attractions are the only thing keeping them open i'm sure. It was my solo birthday trip and much needed. To end like this I wish I would have stayed elsewhere.
The Bellagio Las Vegas,Expedia,"While our kids were attending school virtually we decided to take a family trip to Las Vegas for a couple days. My wife had a promotion for a couple free nights at the Bellagio. We booked through the hotel MGM resorts app which was really simple. On the day of arrival there were a couple of registration personnel a soon as we got off the parking elevators, each with their tablet. Roumel the gentlemen that helped completed check-in on the app and handed us our card keys in 10 minutes. Even with an early check-in. This experience was all very helpful."
The Bellagio Las Vegas,Expedia,I had a great time.  I have stayed there twice now.  I have enjoyed both of my visits.  very clean and friendly.  I plan on coming back to stay again when I get the opportunity.  the food was good although a bit pricy but thats ok its a high end hotel.
The Bellagio Las Vegas,Expedia,Most amazing hotel. Room is beautiful. Bed is comfortable! Staff is very friendly. Casino was clean. They make sure that everyone is wearing masks and that they are cleaning regularly. I will always stay here. 
The Bellagio Las Vegas,Expedia,The staff was amazingly friendly and showed incredible customer service the hotel itself is beautiful beyond beautiful How ever the slots are not lose and the waitresses on the slot's floor don't come around that often. I would definitely stay here again but I would probably play somewhere else on the strip.
The Bellagio Las Vegas,Expedia,"Great service, great food. From dinner at Prime to lunch at the pool the food was awesome. The fountain view rooms are spectacular. We never got tired of watching the fountain show day or night. Table game and slots were clean and the staff was friendly."
ARIA Sky Suites,Expedia,"Awesome penthouse strip view. Had to come hone and buy a Toto bidet toilet. Lol.   Great view, service, room, and really everything about the hotel and casino.  Short lines for taxi, and the casino was busy but not so overcrowded you couldn’t find a table. I have been to Vegas every year since mid 2000’s and this is the best hotel. Expensive but worth it"
ARIA Sky Suites,Expedia,"This was almost the worst visit.   The Staff is friendly but not helpful.   I was give the run around and had to drag a staff  to have the other verify what was promise to me.     Very pretty property that has the worst service, they blame the system is slow or down."
ARIA Sky Suites,Expedia,"We've been staying with ARIA the last 3 years, a total of 8 trips, have never had a bad experience. Everything from room quality, food, staff and management is superb. The spa is of highest comfort and quality,  concierge services excellent management professional and tuned in to making your stay an experience never to forget. "
ARIA Sky Suites,Expedia,"ARIA is exceptional Great service, cleanliness, best restaurant, night club, great location. I’m talking about high end of casino resort. The only things that I like to complain is there are nothing for family with kids"
ARIA Sky Suites,Expedia,We flew into Vegas late and were pleasantly surprised when they upgraded our Tower corner suite to a corner Sky Suite! Absolutely gorgeous decor and the beds were unbelievably comfortable. This hotel has a great location with a staff that's pleasant and efficient. We have been to Vegas 3 times and have stayed here every time! We love the ARIA!
ARIA Sky Suites,Expedia,"Our penthouse was amazing. We had great views to the strip. Their service is above and beyond, they make you feel like a rockstar! Just the small details set them apart from the others. Amazing experience and beautiful hotel! Highly recommend! "
ARIA Sky Suites,Expedia,"This was my first time visiting Vegas. I went with my husband for my 40th birthday and the service was excellent. We were in the Sky suites, the room was clean and we had an amazing view. I would visit again!  Highly recommended "
ARIA Sky Suites,Expedia,"Sky Suite room was fantastic but in-room charges are just ridiculously high. e.g., $12 for a small bottle of ginger ale.  $50 for fitness classes even when you're already paying for daily resort fees.  Crazy, unacceptably high prices for items that should be included.  I would not recommend this hotel.  If you're paying $1700 per night for a room I don't think you should pay $25 for a bottle of water.  Disappointing."
ARIA Sky Suites,Expedia,Sky Suites are some of the most beautiful suites in the US with incredible amenities and fantastic service. The only real issue is if you like to have a dark room to sleep in or nap during the daytime. The drapes are very poorly designed and do not darken the room at all. This is a major issue for anyone who likes a dark room for sleep
ARIA Sky Suites,Expedia,We celebrated our one year anniversary at the ARIA sky suites. This was a beautiful room and she loved the bathroom tub shower and toilet bidet. Friendly staff clean room modern hotel experience. We will be coming back again. We recommend this hotel to everyone looking for a spectacular Vegas view and experience.
ARIA Sky Suites,Expedia,"as usual, staying in the sky suites, a first class, second to none experience. the staff are exceptional, and from the moment I arrived to checking out, i was made to feel like royalty. looking forward to My next visit. Special acknowledgement to all the high limit room lounge. a bartender Andrew, and a server Sarah made my time there very welcoming and friendly."
ARIA Sky Suites,Expedia,Love this hotel on the Vegas strip! Fantastic view and a lovely hotel. We had a great trip and we could not have choose a better location. I will choose to stay at the ARIA hotel and casino again during my next visit.
ARIA Sky Suites,Expedia,"My wife and I travel each year the a nice area, whether the Caymans New York etc... this was our first time to travel to Las Vegas during the holiday season. We love all aspects of our stay. The ARIA, we felt was one of our best experiences during a hectic time of the year. Rooms in the Sky Suites were outstanding and cleaned as well as maintained. Central to every where we wanted to go which is important to most folks.  Staff was friendly and you felt they enjoyed helping others. Loved it!1"
ARIA Sky Suites,Expedia,We decided to upgrade to the Sky Suites at the last moment and it ended up being a great choice.  The exclusive amenities along with the extremely accommodating staff helped make our stay memorable and fabulous.
ARIA Sky Suites,Expedia,Exceptional facilities and staff.   A great vacation spot.   Facilities were extraordinarily.   Staff was very professional and helpful. Everyone went way out of their way to ensure we had a great experience 
